Feature name (optional)	Standard gene name (optional)	Chromosome (optional)	Start_coordinate (optional)	Stop_coordinate (optional)	Strand (optional)	Description (optional)	rep("Saccharomyces cerevisiae", nrow(inter))	paste0("https://www.yeastgenome.org/locus/", annotations_SC[,
YKL172W	EBP2	11	125759	127042	W	Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001655
YKL171W	NNK1	11	127475	130261	W	Protein kinase; implicated in proteasome function; interacts with TORC1, Ure2 and Gdh2; overexpression leads to hypersensitivity to rapamycin and nuclear accumulation of Gln3; epitope-tagged protein localizes to the cytoplasm	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001654
YKL170W	MRPL38	11	130634	131050	W	Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL34 and YmL38) on two-dimensional SDS gels; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001653
YKL169C		11	131068	130685	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL38	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001652
YKL168C	KKQ8	11	133462	131288	C	Putative serine/threonine protein kinase with unknown cellular role; KKQ8 has a paralog, HAL5, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001651
YKL167C	MRP49	11	134134	133721	C	Mitochondrial ribosomal protein of the large subunit; not essential for mitochondrial translation	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001650
YKL166C	TPK3	11	135705	134509	C	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk2p; localizes to P-bodies during stationary phase; TPK3 has a paralog, TPK1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001649
YKL165C-A		11	136023	135790	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000007617
YKL165C	MCD4	11	140691	137932	C	Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001648
YKL164C	PIR1	11	142819	141794	C	O-glycosylated protein required for cell wall stability; attached to the cell wall via beta-1,3-glucan; mediates mitochondrial translocation of Apn1p; expression regulated by the cell integrity pathway and by Swi5p during the cell cycle; PIR1 has a paralog, YJL160C, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001647
YKL163W	PIR3	11	144401	145378	W	O-glycosylated covalently-bound cell wall protein; required for cell wall stability; expression is cell cycle regulated, peaking in M/G1 and also subject to regulation by the cell integrity pathway; coding sequence contains length polymorphisms in different strains; PIR3 has a paralog, HSP150, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001646
YKL162C-A		11	146074	145922	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000007244
YKL162C		11	148838	147630	C	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001645
YKL161C	KDX1	11	150687	149386	C	Protein kinase; implicated in Slt2p mitogen-activated (MAP) kinase signaling pathway; interacts with numerous components in the mating pheromone and CWI MAPK pathways; associates with Rlm1p; KDX1 has a paralog, SLT2, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001644
YKL160W	ELF1	11	153269	153706	W	Transcription elongation factor with a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001643
YKL159C	RCN1	11	154451	153816	C	Protein involved in calcineurin regulation during calcium signaling; has similarity to H. sapiens DSCR1 which is found in the Down Syndrome candidate region	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001642
YKL157W	APE2	11	154991	158232	W	Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; APE2 has a paralog, AAP1, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001640
YKL156W	RPS27A	11	158613	159212	W	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27A has a paralog, RPS27B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001639
YKL156C-A		11	159091	158975	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene RPS27A; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028668
YKL155C	RSM22	11	161342	159456	C	Mitochondrial ribosomal protein of the small subunit; also predicted to be an S-adenosylmethionine-dependent RNA methyltransferase	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001638
YKL154W	SRP102	11	161601	162335	W	Signal recognition particle (SRP) receptor beta subunit; involved in SRP-dependent protein targeting; anchors the alpha subunit, Srp101p to the ER membrane	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001637
YKL153W		11	163600	164109	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YLK153W and the overlapping essential gene GPM1 is reduced in the gcr1 null mutant	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001636
YKL152C	GPM1	11	164385	163642	C	Tetrameric phosphoglycerate mutase; mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001635
YKL151C	NNR2	11	165930	164917	C	Widely-conserved NADHX dehydratase; converts (S)-NADHX to NADH in ATP-dependent manner; YKL151C promoter contains STREs (stress response elements) and expression is induced by heat shock or methyl methanesulfonate; downstream intergenic region drives antisense expression and mediates coordinated regulation of YKL151C and GPM1 phosphoglycerate mutase; protein abundance increases in response to DNA replication stress; homolog of Carkd in mammals and C-terminus of YjeF in E.coli	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001634
YKL150W	MCR1	11	166544	167452	W	Mitochondrial NADH-cytochrome b5 reductase; involved in ergosterol biosynthesis	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001633
YKL149C	DBR1	11	168829	167612	C	RNA lariat debranching enzyme; catalyzes debranching of lariat introns formed during pre-mRNA splicing; required for efficient Ty1 transposition; knockdown of human homolog Dbr1 rescues toxicity of RNA-binding proteins TDP-43 and FUS which are implicated in amyotrophic lateral sclerosis (ALS), suggests potential therapeutic target for ALS and related TDP-43 proteinopathies; human homolog DBR1 can complement yeast dbr1 null mutant	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001632
YKL148C	SDH1	11	171129	169207	C	Flavoprotein subunit of succinate dehydrogenase; couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; FAD binding to Sdh1p is required for the assembly of the succinate dehydrogenase subunits; mutations in human ortholog SDHA are associated with Leigh syndrome	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001631
YKL146W	AVT3	11	171783	173861	W	Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001629
YKL147C		11	172168	171551	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified gene AVT3	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001630
YKL145W	RPT1	11	174213	175616	W	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001628
YKL145W-A		11	174958	175050	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified essential gene RPT1; identified by expression profiling and mass spectrometry	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028841
YKL144C	RPC25	11	176481	175843	C	RNA polymerase III subunit C25; required for transcription initiation; forms a heterodimer with Rpc17p; paralog of Rpb7p	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001627
YKL143W	LTV1	11	176781	178172	W	Component of the GSE complex; GSE is required for proper sorting of amino acid permease Gap1p; required for ribosomal small subunit export from nucleus; required for growth at low temperature	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001626
YKL142W	MRP8	11	178515	179174	W	Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; protein abundance increases in response to DNA replication stress; originally thought to be a mitochondrial ribosomal protein based on sequence analysis	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001625
YKL141W	SDH3	11	179667	180263	W	Subunit of succinate dehydrogenase and of TIM22 translocase; functions as cytochrome b subunit of succinate dehydrogenase, which couples oxidation of succinate to transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; also required for mitochondrial inner membrane protein import as part of the TIM22 complex; SDH3 has a paralog, SHH3, that arose from the whole genome duplication	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001624
YKL140W	TGL1	11	180779	182425	W	Steryl ester hydrolase; one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001623
YKL139W	CTK1	11	182958	184544	W	Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001622
YKL138C-A	HSK3	11	185012	184803	C	Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000028421
YKL138C	MRPL31	11	185681	185286	C	Mitochondrial ribosomal protein of the large subunit	Saccharomyces cerevisiae	https://www.yeastgenome.org/locus/S000001621
