Feature_name	Primary_SGDID	Feature_type	Feature_qualifier	Alias	Parent_feature_name	Secondary_SGDID	Genetic_position	Coordinate_version	Sequence_version	Description
YML034W	S000004497	ORF	Verified	HEH1|YML033W	chromosome 13	S000004496	NA	1998-11-10	1998-11-10|1996-07-31	Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SEC1 has a paralog, HEH2, that arose from the whole genome duplication
YML034C-A	S000004499	ORF	Dubious	YML035C-A	chromosome 13		NA	1996-07-31	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SRC1/YML034W
YML032C	S000004494	ORF	Verified	recombinase RAD52	chromosome 13	L000001572	-18	2003-01-07	2003-01-07|1996-07-31	Protein that stimulates strand exchange; stimulates strand exchange by facilitating Rad51p binding to single-stranded DNA; anneals complementary single-stranded DNA; involved in the repair of double-strand breaks in DNA during vegetative growth and meiosis and UV induced sister chromatid recombination
YML031W	S000004493	ORF	Verified		chromosome 13	L000001237	-18	1996-07-31	1996-07-31	Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport, NPC biogenesis and spindle pole body duplication; homologous to human NDC1
YML031C-A	S000028809	ORF	Dubious	YML032C-A	chromosome 13	S000004495	NA	2003-07-29	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF NDC1/YML031W
YML030W	S000004492	ORF	Verified	AIM31	chromosome 13		NA	1996-07-31	1996-07-31	Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex, and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p, and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast
YML029W	S000004491	ORF	Verified		chromosome 13	L000003225	NA	1996-07-31	1996-07-31	Scaffold subunit of the Hrd1p ubiquitin ligase; also promotes ligase oligomerization; involved in ER-associated protein degradation (ERAD); interacts with the U1 snRNP-specific protein, Snp1p
YML028W	S000004490	ORF	Verified	thioredoxin peroxidase TSA1|cTPxI|TPX1|ZRG14	chromosome 13	L000002365	NA	1996-07-31	1996-07-31	Thioredoxin peroxidase; acts as both ribosome-associated and free cytoplasmic antioxidant; self-associates to form high-molecular weight chaperone complex under oxidative stress; chaperone activity essential for growth in zinc deficiency; required for telomere length maintenance; binds and modulates Cdc19p activity; protein abundance increases, forms cytoplasmic foci during DNA replication stress; TSA1 has a paralog, TSA2, that arose from the whole genome duplication
YML027W	S000004489	ORF	Verified		chromosome 13	L000002540	NA	1996-07-31	1996-07-31	Homeobox transcriptional repressor; binds to Mcm1p and to early cell cycle boxes (ECBs) in the promoters of cell cycle-regulated genes expressed in M/G1 phase; expression is cell cycle-regulated; phosphorylated by Cdc28p; relocalizes from nucleus to cytoplasm upon DNA replication stress; YOX1 has a paralog, YHP1, that arose from the whole genome duplication
YML026C	S000004488	ORF	Verified	uS13|ribosomal 40S subunit protein S18B|S18B|S13	chromosome 13	L000004481	NA	1996-07-31	1996-07-31	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S18 and bacterial S13; RPS18B has a paralog, RPS18A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress
YML025C	S000004487	ORF	Verified	mitochondrial 54S ribosomal protein YmL6	chromosome 13		NA	1996-07-31	1996-07-31	Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability, unlike most other mitoribosomal proteins
YML024W	S000004486	ORF	Verified	eS17|ribosomal 40S subunit protein S17A|S17e|rp51A|S17A|RPL51A|RP51A	chromosome 13	L000001740|L000004479|L000001669	NA	1996-07-31	1996-07-31	Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17A has a paralog, RPS17B, that arose from the whole genome duplication
YML023C	S000004485	ORF	Verified	Smc5-Smc6 complex subunit NSE5	chromosome 13		NA	1996-07-31	1996-07-31	Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
YML022W	S000004484	ORF	Verified	adenine phosphoribosyltransferase APT1	chromosome 13	L000002641	NA	1996-07-31	1996-07-31	Adenine phosphoribosyltransferase; catalyzes the formation of AMP from adenine and 5-phosphoribosylpyrophosphate; involved in the salvage pathway of purine nucleotide biosynthesis; APT1 has a paralog, APT2, that arose from the whole genome duplication
YML021C	S000004483	ORF	Verified	uracil-DNA glycosylase	chromosome 13	L000002428	-16	1996-07-31	1996-07-31	Uracil-DNA glycosylase; required for repair of uracil in DNA formed by spontaneous cytosine deamination; efficiently excises uracil from single-stranded DNA in vivo; not required for strand-specific mismatch repair; cell-cycle regulated, expressed in late G1; localizes to mitochondria and nucleus
YML020W	S000004482	ORF	Uncharacterized		chromosome 13		NA	1996-07-31	1996-07-31	Putative protein of unknown function
YML019W	S000004481	ORF	Verified	dolichyl-diphosphooligosaccharide--protein glycotransferase	chromosome 13	L000004224	NA	1996-07-31	1996-07-31	Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p
YML018C	S000004480	ORF	Verified		chromosome 13		NA	1996-07-31	1996-07-31	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog, THI74, that arose from the whole genome duplication
YML017W	S000004479	ORF	Verified	MRS15	chromosome 13	L000002882	NA	2004-01-30	2004-01-30|1996-07-31|1999-07-17	Asn rich cytoplasmic protein that contains RGG motifs; high-copy suppressor of group II intron-splicing defects of a mutation in MRS2 and of a conditional mutation in POL1 (DNA polymerase alpha); possible role in mitochondrial mRNA splicing
YML016C	S000004478	ORF	Verified	salt homeostasis regulator	chromosome 13	L000001478	NA	1996-07-31	1996-07-31	Serine/threonine protein phosphatase Z, isoform of Ppz2p; involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance
YML015C	S000004477	ORF	Verified	TafII40|TAF40	chromosome 13	L000003461	NA	1996-07-31	1996-07-31	TFIID subunit (40 kDa); involved in RNA polymerase II transcription initiation, similar to histone H3 with atypical histone fold motif of Spt3-like transcription factors
YML014W	S000004476	ORF	Verified	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase|KTI1	chromosome 13	S000028426	NA	1996-07-31	1996-07-31	tRNA methyltransferase; catalyzes modification of wobble bases in tRNA anticodons to 2, 5-methoxycarbonylmethyluridine and 5-methoxycarbonylmethyl-2-thiouridine; may act as part of a complex with Trm112p; deletion mutation increases translational infidelity, including amino acid misincorporation and -1 frameshifting, and also confers resistance to zymocin; null mutant displays activation of stress responses
YML013W	S000004475	ORF	Verified	SEL1	chromosome 13		NA	1996-07-31	1996-07-31	Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis
YML012C-A	S000004474	ORF	Dubious	YML013C-A	chromosome 13		NA	1996-07-31	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SEL1
YML012W	S000004473	ORF	Verified		chromosome 13	L000004076	NA	1996-07-31	1996-07-31	Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1, Erp2p, and Emp24,
YML011C	S000004472	ORF	Verified		chromosome 13		NA	1996-07-31	1996-07-31	Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
YML010W	S000004470	ORF	Verified	transcription elongation factor SPT5	chromosome 13	L000002031	-5	1996-07-31	1996-07-31	Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner, and in concert with RNAP I and II has multiple roles regulating transcriptional elongation, RNA processing, quality control, and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life
YML009W-B	S000004471	ORF	Dubious	YML010W-A	chromosome 13		NA	1996-07-31	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; deletion mutation confers an increase in Ty1 transposition
YML009C-A	S000004469	ORF	Dubious	YML010W-B|YML010C-B	chromosome 13		NA	1997-07-01	1997-07-01	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORFs SPT5/YML010W and YML009W-B
YML009C	S000004468	ORF	Verified	mitochondrial 54S ribosomal protein YmL39|YmL39	chromosome 13	L000002695	NA	1996-07-31	1996-07-31	Mitochondrial ribosomal protein of the large subunit
YML008C	S000004467	ORF	Verified	sterol 24-C-methyltransferase|VID1|SED6|LIS1|ISE1	chromosome 13	L000000572|S000029637|L000003110	2	1996-07-31	1996-07-31	Delta(24)-sterol C-methyltransferase; converts zymosterol to fecosterol in the ergosterol biosynthetic pathway by methylating position C-24; localized to lipid particles, the plasma membrane-associated endoplasmic reticulum, and the mitochondrial outer membrane
YML007C-A	S000007621	ORF	Uncharacterized		chromosome 13		NA	2001-02-26	2001-02-26	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria
YML007W	S000004466	ORF	Verified	PDR4|DNA-binding transcription factor YAP1|SNQ3|PAR1	chromosome 13	L000001364	-8	1996-07-31	1996-07-31	Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog, CAD1, that arose from the whole genome duplication
YML006C	S000004465	ORF	Verified		chromosome 13	L000004864	NA	1996-07-31	1996-07-31	CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway
YML005W	S000004464	ORF	Verified	TYW2	chromosome 13		NA	1996-07-31	1996-07-31	S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family
YML004C	S000004463	ORF	Verified	lactoylglutathione lyase GLO1	chromosome 13	L000000712	NA	1996-07-31	1996-07-31	Monomeric glyoxalase I; catalyzes the detoxification of methylglyoxal (a by-product of glycolysis) via condensation with glutathione to produce S-D-lactoylglutathione; expression regulated by methylglyoxal levels and osmotic stress
YML003W	S000004462	ORF	Uncharacterized		chromosome 13		NA	1996-07-31	1996-07-31	Putative protein of unknown function
YML002W	S000004461	ORF	Uncharacterized		chromosome 13		NA	1996-07-31	1996-07-31	Putative protein of unknown function; expression induced by heat and by calcium shortage
YML001W	S000004460	ORF	Verified	Rab family GTPase YPT7|VAM4|AST4	chromosome 13	L000002544	NA	1996-07-31	1996-07-31	Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance, for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7
YMR001C	S000004603	ORF	Verified	polo kinase CDC5|PKX2|MSD2	chromosome 13	L000000245	-14	1996-07-31	1996-07-31	Polo-like kinase; controls targeting and activation of Rho1p at cell division site via Rho1p guanine nucleotide exchange factors; regulates Spc72p; also functions in adaptation to DNA damage during meiosis; regulates the shape of the nucleus and expansion of the nuclear envelope during mitosis; similar to Xenopus Plx1 and S. pombe Plo1p; human homologs PLK1, PLK3 can each complement yeast cdc5 thermosensitive mutants
YMR001C-A	S000028691	ORF	Uncharacterized		chromosome 13		NA	2003-07-29	2003-07-29	Putative protein of unknown function
