Feature name (mandatory)	Gene name (locus name)	Chromosome	Start Coordinate	Stop Coordinate	Strand	Description	rep("Candida glabrata", nrow(inter))	paste0("http://www.candidagenome.org/cgi-bin/locus.pl?dbid=", 
C2_01480W_B	SPT5	Ca22chr2B_C_albicans_SC5314	265906	268776	W	Protein similar to S. cerevisiae Spt5p transcription elongation factor; transposon mutation affects filamentous growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180158
C2_01490C_A		Ca22chr2A_C_albicans_SC5314	270369	268951	C	Putative RNA polymerase transcription factor TFIIH core component; possibly an essential gene, disruptants not obtained by UAU1 method	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176995
C2_01490C_B		Ca22chr2B_C_albicans_SC5314	270356	268938	C	Putative RNA polymerase transcription factor TFIIH core component; possibly an essential gene, disruptants not obtained by UAU1 method	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188692
C2_01500W_A		Ca22chr2A_C_albicans_SC5314	270227	270661	W	Ortholog of Candida albicans WO-1 : CAWG_03922	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199817
C2_01500W_B		Ca22chr2B_C_albicans_SC5314	270214	270648	W	Ortholog of Candida albicans WO-1 : CAWG_03922	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189341
C2_01510C_A		Ca22chr2A_C_albicans_SC5314	271475	270663	C	Ortholog(s) have tRNA-specific adenosine deaminase activity and role in tRNA modification	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197395
C2_01510C_B		Ca22chr2B_C_albicans_SC5314	271462	270650	C	Ortholog(s) have tRNA-specific adenosine deaminase activity and role in tRNA modification	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181225
C2_01520W_A	PPE1	Ca22chr2A_C_albicans_SC5314	271716	272798	W	Protein similar to S. cerevisiae Ppe1p; shows genetic interaction with some genes involved in diploid filamentous growth and haploid invasive growth in S. cerevisiae	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196033
C2_01520W_B	PPE1	Ca22chr2B_C_albicans_SC5314	271703	272785	W	Protein similar to S. cerevisiae Ppe1p; shows genetic interaction with some genes involved in diploid filamentous growth and haploid invasive growth in S. cerevisiae	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187762
C2_01530C_A		Ca22chr2A_C_albicans_SC5314	274967	272823	C	Putative glutamine-dependent NAD synthetase, involved in NAD salvage pathway	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191648
C2_01530C_B		Ca22chr2B_C_albicans_SC5314	274954	272810	C	Putative glutamine-dependent NAD synthetase, involved in NAD salvage pathway	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200266
C2_01540W_A		Ca22chr2A_C_albicans_SC5314	275532	276701	W	S. pombe ortholog SPCC576.01c is a predicted sulfonate dioxygenase; possibly transcriptionally regulated upon hyphal formation; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190647
C2_01540W_B		Ca22chr2B_C_albicans_SC5314	275519	276688	W	S. pombe ortholog SPCC576.01c is a predicted sulfonate dioxygenase; possibly transcriptionally regulated upon hyphal formation; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178168
C2_01550W_A	SMP2	Ca22chr2A_C_albicans_SC5314	277093	279438	W	Putative Mg2+-dependent phosphatidate phosphatase; transcript regulated by Nrg1	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195424
C2_01550W_B	SMP2	Ca22chr2B_C_albicans_SC5314	277080	279425	W	Putative Mg2+-dependent phosphatidate phosphatase; transcript regulated by Nrg1	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183259
C2_01560W_A	BMT5	Ca22chr2A_C_albicans_SC5314	280217	282055	W	Putative beta-mannosyltransferase involved in beta-1,2-mannosylation of phospholipomannan; 9-member family includes Bmt1, Bmt2, Bmt3, and Bmtp with roles in mannosylation of cell wall phosphopeptidomannan; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182482
C2_01560W_B	BMT5	Ca22chr2B_C_albicans_SC5314	280204	282042	W	Putative beta-mannosyltransferase involved in beta-1,2-mannosylation of phospholipomannan; 9-member family includes Bmt1, Bmt2, Bmt3, and Bmtp with roles in mannosylation of cell wall phosphopeptidomannan; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201136
C2_01570W_A		Ca22chr2A_C_albicans_SC5314	282280	282825	W	Has domain(s) with predicted N-acetyltransferase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196992
C2_01570W_B		Ca22chr2B_C_albicans_SC5314	282267	282812	W	Has domain(s) with predicted N-acetyltransferase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000178033
C2_01580W_A	REX2	Ca22chr2A_C_albicans_SC5314	283127	283840	W	Putative 3'-5' RNA exonuclease with a predicted role in 3'-end processing of U4 and U5 snRNAs, 5S and 5.8S rRNAs; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187510
C2_01580W_B	REX2	Ca22chr2B_C_albicans_SC5314	283114	283827	W	Putative 3'-5' RNA exonuclease with a predicted role in 3'-end processing of U4 and U5 snRNAs, 5S and 5.8S rRNAs; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200159
C2_01590W_A	COX13	Ca22chr2A_C_albicans_SC5314	284195	284599	W	Cytochrome c oxidase; flucytosine induced; repressed by nitric oxide	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194951
C2_01590W_B	COX13	Ca22chr2B_C_albicans_SC5314	284182	284586	W	Cytochrome c oxidase; flucytosine induced; repressed by nitric oxide	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192555
C2_01600C_A	CDC55	Ca22chr2A_C_albicans_SC5314	286565	285006	C	Ortholog(s) have protein phosphatase regulator activity, protein serine/threonine phosphatase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191618
C2_01600C_B	CDC55	Ca22chr2B_C_albicans_SC5314	286552	284993	C	Ortholog(s) have protein phosphatase regulator activity, protein serine/threonine phosphatase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179320
C2_01610C_A	RPS26A	Ca22chr2A_C_albicans_SC5314	288194	287835	C	Ribosomal protein; regulated by Nrg1, Tup1; repressed upon phagocytosis by murine macrophage; alternatively spliced intron in 5'-UTR; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180001
C2_01610C_B	RPS26A	Ca22chr2B_C_albicans_SC5314	288181	287822	C	Ribosomal protein; regulated by Nrg1, Tup1; repressed upon phagocytosis by murine macrophage; alternatively spliced intron in 5'-UTR; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192522
C2_01620W_A	COX4	Ca22chr2A_C_albicans_SC5314	289871	290344	W	Putative cytochrome c oxidase subunit IV; Mig1-regulated; macrophage/pseudohyphal-induced gene; macrophage-induced protein; repressed by nitric oxide; 5'-UTR intron; Hap43-repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200309
C2_01620W_B	COX4	Ca22chr2B_C_albicans_SC5314	289858	290331	W	Putative cytochrome c oxidase subunit IV; Mig1-regulated; macrophage/pseudohyphal-induced gene; macrophage-induced protein; repressed by nitric oxide; 5'-UTR intron; Hap43-repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175221
C2_01630W_A		Ca22chr2A_C_albicans_SC5314	291098	292192	W	2-hydroxyacid dehydrogenase domain-containing protein; Hap43-repressed gene; induced by alpha pheromone in SpiderM medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197905
C2_01630W_B		Ca22chr2B_C_albicans_SC5314	291085	292179	W	2-hydroxyacid dehydrogenase domain-containing protein; Hap43-repressed gene; induced by alpha pheromone in SpiderM medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174281
C2_01640W_A	SLA1	Ca22chr2A_C_albicans_SC5314	292446	296219	W	Protein required for assembly of the cortical actin cytoskeleton; contains three SH3 domains; transcription is regulated by Nrg1 and Mig1; flow model biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198859
C2_01640W_B	SLA1	Ca22chr2B_C_albicans_SC5314	292433	296206	W	Protein required for assembly of the cortical actin cytoskeleton; contains three SH3 domains; transcription is regulated by Nrg1 and Mig1; flow model biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186129
C2_01650W_A		Ca22chr2A_C_albicans_SC5314	296539	298170	W	Ortholog(s) have mRNA (N6-adenosine)-methyltransferase activity, role in mRNA methylation, meiotic cell cycle, negative regulation of pseudohyphal growth and RNA N6-methyladenosine methyltransferase complex localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194048
C2_01650W_B		Ca22chr2B_C_albicans_SC5314	296526	298157	W	Ortholog(s) have mRNA (N6-adenosine)-methyltransferase activity, role in mRNA methylation, meiotic cell cycle, negative regulation of pseudohyphal growth and RNA N6-methyladenosine methyltransferase complex localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181600
C2_01660C_A		Ca22chr2A_C_albicans_SC5314	298751	298173	C	Protein of unknown function; possible ER protein; Hap43p-repressed; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000177781
C2_01660C_B		Ca22chr2B_C_albicans_SC5314	298738	298160	C	Protein of unknown function; possible ER protein; Hap43p-repressed; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195701
C2_01670C_A	STT3	Ca22chr2A_C_albicans_SC5314	301475	299220	C	Putative oligosaccharyltransferase complex component; flow model and rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175183
C2_01670C_B	STT3	Ca22chr2B_C_albicans_SC5314	301462	299207	C	Putative oligosaccharyltransferase complex component; flow model and rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184550
C2_01680C_A		Ca22chr2A_C_albicans_SC5314	304188	301846	C	Ortholog of the mitochondria localized S. cerevisiae Pib2 protein of unknown function; has a FYVE zinc finger domain; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182758
C2_01680C_B		Ca22chr2B_C_albicans_SC5314	304172	301833	C	Ortholog of the mitochondria localized S. cerevisiae Pib2 protein of unknown function; has a FYVE zinc finger domain; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198874
C2_01690W_A		Ca22chr2A_C_albicans_SC5314	305456	305986	W	Putative succinate dehydrogenase; enzyme of citric acid cycle; repressed by nitric oxide; Efg1, Hap43 repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185815
C2_01690W_B		Ca22chr2B_C_albicans_SC5314	305443	305973	W	Putative succinate dehydrogenase; enzyme of citric acid cycle; repressed by nitric oxide; Efg1, Hap43 repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198032
C2_01700C_A	HAP42	Ca22chr2A_C_albicans_SC5314	308888	306372	C	Predicted transcription factor; possibly an essential gene, disruptants not obtained by UAU1 method	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183233
C2_01700C_B	HAP42	Ca22chr2B_C_albicans_SC5314	308874	306358	C	Predicted transcription factor; possibly an essential gene, disruptants not obtained by UAU1 method	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195797
C2_01710W_A	HSK3	Ca22chr2A_C_albicans_SC5314	309725	310045	W	Subunit of the Dam1 (DASH) complex, which acts in chromosome segregation by coupling kinetochores to spindle microtubules; expression regulated during planktonic growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198613
C2_01710W_B	HSK3	Ca22chr2B_C_albicans_SC5314	309708	310028	W	Subunit of the Dam1 (DASH) complex, which acts in chromosome segregation by coupling kinetochores to spindle microtubules; expression regulated during planktonic growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186045
C2_01720C_A		Ca22chr2A_C_albicans_SC5314	310579	310184	C	Ortholog(s) have copper ion binding activity, role in mitochondrial respiratory chain complex IV assembly and extrinsic component of mitochondrial inner membrane, mitochondrial intermembrane space localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199281
C2_01720C_B		Ca22chr2B_C_albicans_SC5314	310560	310165	C	Ortholog(s) have copper ion binding activity, role in mitochondrial respiratory chain complex IV assembly and extrinsic component of mitochondrial inner membrane, mitochondrial intermembrane space localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183085
C2_01730W_A		Ca22chr2A_C_albicans_SC5314	310853	311611	W	Ortholog of S, cerevisiae Spc24; a component of the conserved kinetochore-associated Ndc80 complex involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering; Hap43-induced gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192334
C2_01730W_B		Ca22chr2B_C_albicans_SC5314	310829	311590	W	Ortholog of S, cerevisiae Spc24; a component of the conserved kinetochore-associated Ndc80 complex involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering; Hap43-induced gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183150
C2_01740C_A		Ca22chr2A_C_albicans_SC5314	312133	311792	C	Mitochondrial ribosomal protein of the large subunit; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174313
C2_01740C_B		Ca22chr2B_C_albicans_SC5314	312112	311771	C	Mitochondrial ribosomal protein of the large subunit; rat catheter biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000190611
C2_01750C_A		Ca22chr2A_C_albicans_SC5314	315143	314646	C	Protein with a life-span regulatory factor domain; regulated by Sef1, Sfu1, and Hap43; flow model biofilm induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185912
C2_01750C_B		Ca22chr2B_C_albicans_SC5314	315119	314622	C	Protein with a life-span regulatory factor domain; regulated by Sef1, Sfu1, and Hap43; flow model biofilm induced; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191083
C2_01760C_A		Ca22chr2A_C_albicans_SC5314	323239	322580	C	Ortholog of C. dubliniensis CD36 : Cd36_16630, C. parapsilosis CDC317 : CPAR2_210300, Candida tenuis NRRL Y-1498 : CANTEDRAFT_116870 and Debaryomyces hansenii CBS767 : DEHA2B04334g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186182
C2_01760C_B		Ca22chr2B_C_albicans_SC5314	323214	322555	C	Ortholog of C. dubliniensis CD36 : Cd36_16630, C. parapsilosis CDC317 : CPAR2_210300, Candida tenuis NRRL Y-1498 : CANTEDRAFT_116870 and Debaryomyces hansenii CBS767 : DEHA2B04334g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189380
C2_01770C_A	tL(CAA)1	Ca22chr2A_C_albicans_SC5314	323492	323374	C	tRNA-Leu, predicted by tRNAscan-SE; CAA anticodon	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181909
C2_01770C_B	tL(CAA)1	Ca22chr2B_C_albicans_SC5314	323465	323347	C	tRNA-Leu, predicted by tRNAscan-SE; CAA anticodon	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189915
C2_01780W_A	MSB2	Ca22chr2A_C_albicans_SC5314	327675	331904	W	Mucin family adhesin-like protein; cell wall damage sensor; required for Cek1 phosphorylation by cell wall stress; Rim101-repressed; activation releases extracellular domain into medium; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179069
C2_01780W_B	MSB2	Ca22chr2B_C_albicans_SC5314	327645	331874	W	Mucin family adhesin-like protein; cell wall damage sensor; required for Cek1 phosphorylation by cell wall stress; Rim101-repressed; activation releases extracellular domain into medium; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181400
C2_01790W_A		Ca22chr2A_C_albicans_SC5314	332956	334120	W	Fragment of the gypsy-like retrotransposon Tca16 on Chromosome 2; contains partial ORFs similar to the Gag-Pol region	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187568
C2_01790W_B		Ca22chr2B_C_albicans_SC5314	332925	334088	W	Fragment of the gypsy-like retrotransposon Tca16 on Chromosome 2; contains partial ORFs similar to the Gag-Pol region	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194934
C2_01800W_A		Ca22chr2A_C_albicans_SC5314	332986	333273	W	Predicted ORF in retrotransposon Tca16 with similarity to the Gag-Pol region of retrotransposons; added to Assembly 21 based on comparative genome analysis; overlaps orf19.1490.2, which is annotated as blocked reading frame	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180636
